source_id,source_type,target_id,target_type,declared_in,line_number
MEC-0021,MEC,MEC-0002,MEC,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,53
MEC-0021,MEC,MEC-0003,MEC,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,66
MEC-0021,MEC,MEC-0009,MEC,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,52
MEC-0021,MEC,MEC-0018,MEC,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,54
MEC-0021,MEC,ST-0263,ST,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,80
MEC-0021,MEC,ST-0267,ST,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,94
MEC-0021,MEC,ST-0268,ST,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,96
MEC-0021,MEC,ST-0269,ST,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,100
MEC-0021,MEC,ST-0270,ST,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,102
MEC-0021,MEC,ST-0271,ST,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,98
MEC-0021,MEC,ST-0279,ST,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,108
MEC-0021,MEC,ST-0281,ST,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,109
MEC-0021,MEC,ST-0286,ST,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,104
MEC-0021,MEC,T-0040,T,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,58
MEC-0021,MEC,T-0046,T,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,102
MEC-0022,MEC,MEC-0010,MEC,03_knowledge_base/mechanisms/MEC-0022_emotional_contagion_durch_facial_feedback.md,55
MEC-0022,MEC,MEC-0011,MEC,03_knowledge_base/mechanisms/MEC-0022_emotional_contagion_durch_facial_feedback.md,55
MEC-0022,MEC,MEC-0020,MEC,03_knowledge_base/mechanisms/MEC-0022_emotional_contagion_durch_facial_feedback.md,72
MEC-0022,MEC,P-0016,P,03_knowledge_base/mechanisms/MEC-0022_emotional_contagion_durch_facial_feedback.md,40
MEC-0022,MEC,T-0012,T,03_knowledge_base/mechanisms/MEC-0022_emotional_contagion_durch_facial_feedback.md,88
MEC-0023,MEC,MEC-0002,MEC,03_knowledge_base/mechanisms/MEC-0023_zero_preis_effekt.md,73
MEC-0023,MEC,MEC-0009,MEC,03_knowledge_base/mechanisms/MEC-0023_zero_preis_effekt.md,73
MEC-0024,MEC,MEC-0002,MEC,03_knowledge_base/mechanisms/MEC-0024_sludge_kuenstliche_reibung.md,25
MEC-0024,MEC,P-0050,P,03_knowledge_base/mechanisms/MEC-0024_sludge_kuenstliche_reibung.md,39
MEC-0024,MEC,T-0045,T,03_knowledge_base/mechanisms/MEC-0024_sludge_kuenstliche_reibung.md,43
MEC-0025,MEC,MEC-0002,MEC,03_knowledge_base/mechanisms/MEC-0025_fairness_verzicht_ultimatum.md,78
MEC-0025,MEC,MEC-0009,MEC,03_knowledge_base/mechanisms/MEC-0025_fairness_verzicht_ultimatum.md,82
MEC-0025,MEC,ST-0085,ST,03_knowledge_base/mechanisms/MEC-0025_fairness_verzicht_ultimatum.md,84
MEC-0025,MEC,ST-0275,ST,03_knowledge_base/mechanisms/MEC-0025_fairness_verzicht_ultimatum.md,36
MEC-0025,MEC,ST-0276,ST,03_knowledge_base/mechanisms/MEC-0025_fairness_verzicht_ultimatum.md,37
MEC-0025,MEC,ST-0277,ST,03_knowledge_base/mechanisms/MEC-0025_fairness_verzicht_ultimatum.md,39
MEC-0025,MEC,ST-0278,ST,03_knowledge_base/mechanisms/MEC-0025_fairness_verzicht_ultimatum.md,40
MEC-0025,MEC,ST-0283,ST,03_knowledge_base/mechanisms/MEC-0025_fairness_verzicht_ultimatum.md,65
MEC-0025,MEC,ST-0284,ST,03_knowledge_base/mechanisms/MEC-0025_fairness_verzicht_ultimatum.md,72
MEC-0025,MEC,ST-0285,ST,03_knowledge_base/mechanisms/MEC-0025_fairness_verzicht_ultimatum.md,30
MEC-0026,MEC,A-0057,A,03_knowledge_base/mechanisms/MEC-0026_curse_of_knowledge.md,64
MEC-0026,MEC,MEC-0012,MEC,03_knowledge_base/mechanisms/MEC-0026_curse_of_knowledge.md,81
MEC-0026,MEC,MEC-0018,MEC,03_knowledge_base/mechanisms/MEC-0026_curse_of_knowledge.md,76
MEC-0026,MEC,MEC-0020,MEC,03_knowledge_base/mechanisms/MEC-0026_curse_of_knowledge.md,81
MEC-0026,MEC,P-0052,P,03_knowledge_base/mechanisms/MEC-0026_curse_of_knowledge.md,41
MEC-0026,MEC,P-0053,P,03_knowledge_base/mechanisms/MEC-0026_curse_of_knowledge.md,41
MEC-0026,MEC,ST-0287,ST,03_knowledge_base/mechanisms/MEC-0026_curse_of_knowledge.md,34
MEC-0026,MEC,ST-0288,ST,03_knowledge_base/mechanisms/MEC-0026_curse_of_knowledge.md,36
MEC-0026,MEC,ST-0289,ST,03_knowledge_base/mechanisms/MEC-0026_curse_of_knowledge.md,35
MEC-0026,MEC,ST-0294,ST,03_knowledge_base/mechanisms/MEC-0026_curse_of_knowledge.md,37
MEC-0027,MEC,MEC-0018,MEC,03_knowledge_base/mechanisms/MEC-0027_gap_theorie_neugier.md,74
MEC-0027,MEC,MOD-0008,MOD,03_knowledge_base/mechanisms/MEC-0027_gap_theorie_neugier.md,81
MEC-0027,MEC,MOD-0009,MOD,03_knowledge_base/mechanisms/MEC-0027_gap_theorie_neugier.md,75
MEC-0027,MEC,P-0036,P,03_knowledge_base/mechanisms/MEC-0027_gap_theorie_neugier.md,41
MEC-0027,MEC,ST-0176,ST,03_knowledge_base/mechanisms/MEC-0027_gap_theorie_neugier.md,81
MEC-0027,MEC,ST-0177,ST,03_knowledge_base/mechanisms/MEC-0027_gap_theorie_neugier.md,81
MEC-0027,MEC,ST-0178,ST,03_knowledge_base/mechanisms/MEC-0027_gap_theorie_neugier.md,81
MEC-0027,MEC,ST-0290,ST,03_knowledge_base/mechanisms/MEC-0027_gap_theorie_neugier.md,37
MEC-0027,MEC,ST-0291,ST,03_knowledge_base/mechanisms/MEC-0027_gap_theorie_neugier.md,70
MEC-0028,MEC,MEC-0012,MEC,03_knowledge_base/mechanisms/MEC-0028_konkretheits_encoding_velcro.md,82
MEC-0028,MEC,MEC-0015,MEC,03_knowledge_base/mechanisms/MEC-0028_konkretheits_encoding_velcro.md,82
MEC-0028,MEC,MOD-0009,MOD,03_knowledge_base/mechanisms/MEC-0028_konkretheits_encoding_velcro.md,78
MEC-0028,MEC,P-0052,P,03_knowledge_base/mechanisms/MEC-0028_konkretheits_encoding_velcro.md,41
MEC-0028,MEC,P-0053,P,03_knowledge_base/mechanisms/MEC-0028_konkretheits_encoding_velcro.md,41
MEC-0028,MEC,ST-0292,ST,03_knowledge_base/mechanisms/MEC-0028_konkretheits_encoding_velcro.md,34
MEC-0028,MEC,ST-0293,ST,03_knowledge_base/mechanisms/MEC-0028_konkretheits_encoding_velcro.md,34
MEC-0028,MEC,ST-0299,ST,03_knowledge_base/mechanisms/MEC-0028_konkretheits_encoding_velcro.md,37
MEC-0028,MEC,ST-0300,ST,03_knowledge_base/mechanisms/MEC-0028_konkretheits_encoding_velcro.md,37
MEC-0028,MEC,ST-0301,ST,03_knowledge_base/mechanisms/MEC-0028_konkretheits_encoding_velcro.md,37
MEC-0028,MEC,ST-0308,ST,03_knowledge_base/mechanisms/MEC-0028_konkretheits_encoding_velcro.md,100
MEC-0029,MEC,A-0058,A,03_knowledge_base/mechanisms/MEC-0029_narrative_transportation.md,63
MEC-0029,MEC,MEC-0007,MEC,03_knowledge_base/mechanisms/MEC-0029_narrative_transportation.md,82
MEC-0029,MEC,MEC-0012,MEC,03_knowledge_base/mechanisms/MEC-0029_narrative_transportation.md,82
MEC-0029,MEC,MEC-0018,MEC,03_knowledge_base/mechanisms/MEC-0029_narrative_transportation.md,82
MEC-0029,MEC,MOD-0009,MOD,03_knowledge_base/mechanisms/MEC-0029_narrative_transportation.md,77
MEC-0029,MEC,P-0052,P,03_knowledge_base/mechanisms/MEC-0029_narrative_transportation.md,41
MEC-0029,MEC,P-0053,P,03_knowledge_base/mechanisms/MEC-0029_narrative_transportation.md,41
MEC-0029,MEC,ST-0302,ST,03_knowledge_base/mechanisms/MEC-0029_narrative_transportation.md,35
MEC-0029,MEC,ST-0303,ST,03_knowledge_base/mechanisms/MEC-0029_narrative_transportation.md,34
MEC-0029,MEC,ST-0306,ST,03_knowledge_base/mechanisms/MEC-0029_narrative_transportation.md,36
MEC-0029,MEC,ST-0307,ST,03_knowledge_base/mechanisms/MEC-0029_narrative_transportation.md,37
MEC-0030,MEC,A-0019,A,03_knowledge_base/mechanisms/MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,69
MEC-0030,MEC,A-0029,A,03_knowledge_base/mechanisms/MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,57
MEC-0030,MEC,A-0034,A,03_knowledge_base/mechanisms/MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,71
MEC-0030,MEC,A-0045,A,03_knowledge_base/mechanisms/MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,73
MEC-0030,MEC,MEC-0006,MEC,03_knowledge_base/mechanisms/MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,19
MEC-0030,MEC,MEC-0007,MEC,03_knowledge_base/mechanisms/MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,19
MEC-0030,MEC,MEC-0008,MEC,03_knowledge_base/mechanisms/MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,57
MEC-0030,MEC,MEC-0014,MEC,03_knowledge_base/mechanisms/MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,66
MEC-0030,MEC,MOD-0003,MOD,03_knowledge_base/mechanisms/MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,67
MEC-0030,MEC,MOD-0007,MOD,03_knowledge_base/mechanisms/MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,68
MEC-0030,MEC,P-0012,P,03_knowledge_base/mechanisms/MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,51
MEC-0030,MEC,P-0040,P,03_knowledge_base/mechanisms/MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,52
MEC-0030,MEC,ST-0146,ST,03_knowledge_base/mechanisms/MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,72
MEC-0030,MEC,ST-0161,ST,03_knowledge_base/mechanisms/MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,71
MOD-0001,MOD,A-0001,A,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,35
MOD-0001,MOD,A-0002,A,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,36
MOD-0001,MOD,A-0003,A,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,37
MOD-0001,MOD,A-0004,A,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,38
MOD-0001,MOD,MEC-0001,MEC,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,52
MOD-0001,MOD,MEC-0002,MEC,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,53
MOD-0001,MOD,MEC-0003,MEC,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,54
MOD-0001,MOD,MEC-0004,MEC,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,55
MOD-0001,MOD,P-0001,P,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,42
MOD-0001,MOD,P-0002,P,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,43
MOD-0001,MOD,P-0003,P,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,44
MOD-0001,MOD,P-0004,P,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,45
MOD-0001,MOD,P-0005,P,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,46
MOD-0001,MOD,P-0006,P,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,47
MOD-0001,MOD,P-0007,P,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,48
MOD-0001,MOD,ST-0020,ST,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,17
MOD-0001,MOD,ST-0022,ST,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,31
MOD-0001,MOD,T-0001,T,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,26
MOD-0001,MOD,T-0002,T,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,27
MOD-0001,MOD,T-0003,T,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,28
MOD-0001,MOD,T-0004,T,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,29
MOD-0002,MOD,A-0005,A,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,53
MOD-0002,MOD,A-0006,A,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,54
MOD-0002,MOD,A-0007,A,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,55
MOD-0002,MOD,A-0008,A,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,56
MOD-0002,MOD,A-0009,A,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,57
MOD-0002,MOD,A-0010,A,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,58
MOD-0002,MOD,A-0011,A,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,59
MOD-0002,MOD,A-0012,A,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,60
MOD-0002,MOD,MEC-0001,MEC,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,22
MOD-0002,MOD,MEC-0003,MEC,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,26
MOD-0002,MOD,MEC-0004,MEC,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,22
MOD-0002,MOD,MEC-0005,MEC,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,21
MOD-0002,MOD,MEC-0006,MEC,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,23
MOD-0002,MOD,MEC-0007,MEC,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,24
MOD-0002,MOD,MEC-0008,MEC,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,25
MOD-0002,MOD,MEC-0009,MEC,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,79
MOD-0002,MOD,MEC-0012,MEC,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,121
MOD-0002,MOD,MEC-0019,MEC,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,27
MOD-0002,MOD,MOD-0001,MOD,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,94
MOD-0002,MOD,MOD-0003,MOD,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,107
MOD-0002,MOD,MOD-0008,MOD,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,142
MOD-0002,MOD,P-0008,P,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,33
MOD-0002,MOD,P-0009,P,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,21
MOD-0002,MOD,P-0010,P,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,22
MOD-0002,MOD,P-0011,P,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,23
MOD-0002,MOD,P-0012,P,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,24
MOD-0002,MOD,P-0013,P,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,25
MOD-0002,MOD,P-0014,P,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,70
MOD-0002,MOD,P-0015,P,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,26
MOD-0002,MOD,P-0037,P,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,27
MOD-0002,MOD,T-0005,T,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,86
MOD-0002,MOD,T-0006,T,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,87
MOD-0002,MOD,T-0007,T,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,88
MOD-0002,MOD,T-0008,T,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,89
MOD-0002,MOD,T-0009,T,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,90
MOD-0002,MOD,T-0010,T,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,91
MOD-0002,MOD,T-0011,T,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,92
MOD-0003,MOD,A-0013,A,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,44
MOD-0003,MOD,A-0015,A,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,45
MOD-0003,MOD,A-0016,A,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,47
MOD-0003,MOD,A-0017,A,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,46
MOD-0003,MOD,MEC-0002,MEC,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,78
MOD-0003,MOD,MEC-0003,MEC,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,38
MOD-0003,MOD,MEC-0007,MEC,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,80
MOD-0003,MOD,MEC-0010,MEC,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,75
MOD-0003,MOD,MEC-0011,MEC,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,76
MOD-0003,MOD,MEC-0012,MEC,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,38
MOD-0003,MOD,MEC-0030,MEC,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,174
MOD-0003,MOD,MOD-0001,MOD,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,136
MOD-0003,MOD,MOD-0002,MOD,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,137
MOD-0003,MOD,P-0016,P,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,53
MOD-0003,MOD,P-0017,P,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,54
MOD-0003,MOD,P-0018,P,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,35
MOD-0003,MOD,P-0019,P,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,56
MOD-0003,MOD,P-0020,P,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,57
MOD-0003,MOD,ST-0080,ST,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,26
MOD-0003,MOD,ST-0082,ST,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,19
MOD-0003,MOD,T-0012,T,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,32
MOD-0003,MOD,T-0013,T,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,33
MOD-0003,MOD,T-0014,T,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,33
MOD-0003,MOD,T-0015,T,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,35
MOD-0003,MOD,T-0016,T,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,36
MOD-0003,MOD,T-0017,T,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,35
MOD-0003,MOD,T-0018,T,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,69
MOD-0004,MOD,A-0018,A,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,77
MOD-0004,MOD,A-0019,A,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,78
MOD-0004,MOD,A-0020,A,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,79
MOD-0004,MOD,A-0021,A,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,80
MOD-0004,MOD,A-0022,A,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,81
MOD-0004,MOD,A-0023,A,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,82
MOD-0004,MOD,MEC-0001,MEC,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,174
MOD-0004,MOD,MEC-0002,MEC,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,52
MOD-0004,MOD,MEC-0003,MEC,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,108
MOD-0004,MOD,MEC-0007,MEC,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,175
MOD-0004,MOD,MEC-0013,MEC,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,51
MOD-0004,MOD,MEC-0014,MEC,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,107
MOD-0004,MOD,MOD-0001,MOD,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,174
MOD-0004,MOD,MOD-0002,MOD,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,175
MOD-0004,MOD,MOD-0003,MOD,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,176
MOD-0004,MOD,P-0021,P,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,88
MOD-0004,MOD,P-0022,P,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,30
MOD-0004,MOD,P-0023,P,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,65
MOD-0004,MOD,P-0024,P,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,91
MOD-0004,MOD,ST-0116,ST,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,20
MOD-0004,MOD,ST-0120,ST,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,20
MOD-0004,MOD,ST-0124,ST,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,20
MOD-0004,MOD,ST-0125,ST,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,57
MOD-0004,MOD,ST-0129,ST,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,154
MOD-0004,MOD,ST-0131,ST,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,42
MOD-0004,MOD,T-0019,T,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,97
MOD-0004,MOD,T-0020,T,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,98
MOD-0004,MOD,T-0021,T,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,70
MOD-0005,MOD,A-0020,A,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,161
MOD-0005,MOD,A-0024,A,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,105
MOD-0005,MOD,A-0025,A,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,110
MOD-0005,MOD,A-0026,A,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,111
MOD-0005,MOD,A-0027,A,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,112
MOD-0005,MOD,A-0028,A,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,113
MOD-0005,MOD,A-0029,A,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,105
MOD-0005,MOD,MEC-0002,MEC,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,121
MOD-0005,MOD,MEC-0004,MEC,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,122
MOD-0005,MOD,MEC-0007,MEC,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,177
MOD-0005,MOD,MEC-0008,MEC,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,176
MOD-0005,MOD,MEC-0013,MEC,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,159
MOD-0005,MOD,MEC-0015,MEC,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,120
MOD-0005,MOD,MOD-0001,MOD,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,144
MOD-0005,MOD,MOD-0004,MOD,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,154
MOD-0005,MOD,P-0025,P,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,128
MOD-0005,MOD,P-0026,P,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,129
MOD-0005,MOD,ST-0133,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,83
MOD-0005,MOD,ST-0134,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,88
MOD-0005,MOD,ST-0135,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,89
MOD-0005,MOD,ST-0136,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,90
MOD-0005,MOD,ST-0137,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,91
MOD-0005,MOD,ST-0138,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,92
MOD-0005,MOD,ST-0139,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,93
MOD-0005,MOD,ST-0140,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,94
MOD-0005,MOD,ST-0141,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,95
MOD-0005,MOD,ST-0142,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,96
MOD-0005,MOD,ST-0143,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,97
MOD-0005,MOD,ST-0144,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,98
MOD-0005,MOD,ST-0145,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,99
MOD-0005,MOD,ST-0146,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,100
MOD-0005,MOD,ST-0147,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,101
MOD-0005,MOD,ST-0148,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,102
MOD-0005,MOD,ST-0149,ST,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,83
MOD-0005,MOD,T-0022,T,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,135
MOD-0005,MOD,T-0023,T,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,136
MOD-0005,MOD,T-0024,T,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,137
MOD-0005,MOD,T-0025,T,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,138
MOD-0006,MOD,MEC-0015,MEC,03_knowledge_base/models/MOD-0006_jolt_modell.md,85
MOD-0006,MOD,MEC-0016,MEC,03_knowledge_base/models/MOD-0006_jolt_modell.md,85
MOD-0006,MOD,MOD-0001,MOD,03_knowledge_base/models/MOD-0006_jolt_modell.md,54
MOD-0006,MOD,MOD-0004,MOD,03_knowledge_base/models/MOD-0006_jolt_modell.md,55
MOD-0006,MOD,MOD-0005,MOD,03_knowledge_base/models/MOD-0006_jolt_modell.md,56
MOD-0006,MOD,P-0027,P,03_knowledge_base/models/MOD-0006_jolt_modell.md,83
MOD-0006,MOD,P-0028,P,03_knowledge_base/models/MOD-0006_jolt_modell.md,83
MOD-0006,MOD,P-0029,P,03_knowledge_base/models/MOD-0006_jolt_modell.md,83
