id,type,filename,path,title
P-0020,P,P-0020_black_swan_orientierung.md,03_knowledge_base/principles/P-0020_black_swan_orientierung.md,P-0020 — Black-Swan-Orientierung: Verhandlung als Entdeckungsprozess
P-0021,P,P-0021_commercial_teaching_pitch_als_wirkungssequenz.md,03_knowledge_base/principles/P-0021_commercial_teaching_pitch_als_wirkungssequenz.md,P-0021 — Commercial Teaching Pitch: Reframing vor Lösung
P-0022,P,P-0022_ttc_dreiklang_als_notwendige_kombination.md,03_knowledge_base/principles/P-0022_ttc_dreiklang_als_notwendige_kombination.md,"P-0022 — TTC-Dreiklang: Teach, Tailor, Take Control als notwendige Kombination"
P-0023,P,P-0023_champion_als_internen_mobilizer_befahigen.md,03_knowledge_base/principles/P-0023_champion_als_internen_mobilizer_befahigen.md,"P-0023 — Champion als internen Mobilizer befähigen, nicht nur überzeugen"
P-0024,P,P-0024_vertriebstransformation_als_organisationale_systemfahigkeit.md,03_knowledge_base/principles/P-0024_vertriebstransformation_als_organisationale_systemfahigkeit.md,P-0024 — Vertriebstransformation als organisationale Systemfähigkeit
P-0025,P,P-0025_vollstaendige_gap_diagnose_vor_loesung.md,03_knowledge_base/principles/P-0025_vollstaendige_gap_diagnose_vor_loesung.md,P-0025 — Vollständige Gap-Diagnose vor Lösungspräsentation
P-0026,P,P-0026_problem_zentrierung_als_differenzierung.md,03_knowledge_base/principles/P-0026_problem_zentrierung_als_differenzierung.md,P-0026 — Problem-Zentrierung als Differenzierungsprinzip
P-0027,P,P-0027_entscheidungsfahigkeits_qualifikation.md,03_knowledge_base/principles/P-0027_entscheidungsfahigkeits_qualifikation.md,P-0027 — Entscheidungsfähigkeits-Qualifikation: Kauffähigkeit allein reicht nicht
P-0028,P,P-0028_empfehlung_statt_optionen.md,03_knowledge_base/principles/P-0028_empfehlung_statt_optionen.md,P-0028 — Spezifische Empfehlung statt Optionspräsentation
P-0029,P,P-0029_informationsfluss_kontrollieren.md,03_knowledge_base/principles/P-0029_informationsfluss_kontrollieren.md,P-0029 — Informationsfluss kontrollieren: Experten-Positionierung als Over-Research-Prävention
P-0030,P,P-0030_risikoabbau_statt_risikoaktivierung.md,03_knowledge_base/principles/P-0030_risikoabbau_statt_risikoaktivierung.md,P-0030 — Risikoabbau statt Risikoaktivierung bei Ergebnisunsicherheit
P-0031,P,P-0031_interessen_statt_positionen_fokussieren.md,03_knowledge_base/principles/P-0031_interessen_statt_positionen_fokussieren.md,P-0031 — Interessen statt Positionen fokussieren
P-0032,P,P-0032_objektive_kriterien_als_einigungsbasis.md,03_knowledge_base/principles/P-0032_objektive_kriterien_als_einigungsbasis.md,"P-0032 — Objektive Kriterien als Einigungsbasis: Yield to Principle, Not Pressure"
P-0033,P,P-0033_batna_entwickeln_und_kennen.md,03_knowledge_base/principles/P-0033_batna_entwickeln_und_kennen.md,P-0033 — BATNA kennen und entwickeln: Einzige legitime Machtbasis in Verhandlungen
P-0034,P,P-0034_menschen_vom_problem_trennen_in_verhandlungen.md,03_knowledge_base/principles/P-0034_menschen_vom_problem_trennen_in_verhandlungen.md,"P-0034 — Menschen vom Problem trennen: Weich mit Personen, hart mit Themen"
P-0035,P,P-0035_rahmen_zuerst_pre_suasion.md,03_knowledge_base/principles/P-0035_rahmen_zuerst_pre_suasion.md,P-0035 — Rahmen zuerst: Den psychologischen Kontext vor der Botschaft etablieren
P-0036,P,P-0036_aufmerksamkeit_strategisch_lenken.md,03_knowledge_base/principles/P-0036_aufmerksamkeit_strategisch_lenken.md,"P-0036 — Aufmerksamkeit strategisch lenken: Was focal ist, erscheint wichtig und kausal"
P-0037,P,P-0037_unity_kontext_vor_bitte.md,03_knowledge_base/principles/P-0037_unity_kontext_vor_bitte.md,P-0037 — Unity-Kontext vor Anfragen herstellen: Geteilte Identität aktivieren vor Bitte oder Angebot
P-0038,P,P-0038_problem_finding_vor_problem_solving.md,03_knowledge_base/principles/P-0038_problem_finding_vor_problem_solving.md,P-0038 — Problem Finding vor Problem Solving
P-0039,P,P-0039_buoyancy_erklaerungsstil.md,03_knowledge_base/principles/P-0039_buoyancy_erklaerungsstil.md,P-0039 — Buoyancy: Erklärungsstil bestimmt Resilienz im Selling
P-0040,P,P-0040_purposeful_serving.md,03_knowledge_base/principles/P-0040_purposeful_serving.md,P-0040 — Purposeful Serving: Prosozialer Rahmen als Leistungsverstärker
P-0041,P,P-0041_system1_kompatible_darstellung.md,03_knowledge_base/principles/P-0041_system1_kompatible_darstellung.md,P-0041 — System-1-kompatible Darstellung: Emotional ansprechend bevor rational überzeugend
P-0042,P,P-0042_ankerkontrolle_im_preisgespraech.md,03_knowledge_base/principles/P-0042_ankerkontrolle_im_preisgespraech.md,P-0042 — Ankerkontrolle: Den ersten numerischen Anker im Gespräch setzen
P-0043,P,P-0043_outside_view_referenzklassen.md,03_knowledge_base/principles/P-0043_outside_view_referenzklassen.md,P-0043 — Outside View: Referenzklassenprognose statt Inside-View-Planung
P-0044,P,P-0044_verhaltenskritik_statt_charakterangriff.md,03_knowledge_base/principles/P-0044_verhaltenskritik_statt_charakterangriff.md,P-0044 — Verhaltenskritik statt Charakterangriff als Vertrauenserhalt in Konfliktgesprächen
P-0045,P,P-0045_decoy_angebotsstrukturierung.md,03_knowledge_base/principles/P-0045_decoy_angebotsstrukturierung.md,P-0045 — Decoy-Positionierung zur gezielten Lenkung von Angebotswahl
P-0046,P,P-0046_kostenlos_als_kategorial_eigenstaendiges_instrument.md,03_knowledge_base/principles/P-0046_kostenlos_als_kategorial_eigenstaendiges_instrument.md,"P-0046 — ""Kostenlos"" als kategorial eigenständiges Vertriebsinstrument nutzen"
P-0047,P,P-0047_rahmungskontrolle_sozial_vs_marktnorm.md,03_knowledge_base/principles/P-0047_rahmungskontrolle_sozial_vs_marktnorm.md,P-0047 — Rahmungskontrolle: Kundenbeziehungen bewusst im Sozial- statt Marktnorm-Rahmen halten
P-0048,P,P-0048_default_option_wahlarchitektur.md,03_knowledge_base/principles/P-0048_default_option_wahlarchitektur.md,"P-0048 — Default-Option-Wirkung: Voreingestellte Optionen bestimmen den Ausgang, wenn Entscheidungen komplex, selten oder attentionsarm sind"
P-0049,P,P-0049_commitment_verzoegerung_verlustvermeidung_kombination.md,03_knowledge_base/principles/P-0049_commitment_verzoegerung_verlustvermeidung_kombination.md,"P-0049 — Verzögertes Commitment mit Verlustvermeidungs-Rahmung erhöht Verhaltensänderung (""Save More Tomorrow""-Logik)"
P-0050,P,P-0050_reibungsreduktion_als_konversionshebel.md,03_knowledge_base/principles/P-0050_reibungsreduktion_als_konversionshebel.md,P-0050 — Reibungsreduktion als Konversionshebel: Prozessvereinfachung wirkt stärker als zusätzliche Überzeugungsarbeit bei bereits vorhandener Handlungsabsicht
P-0051,P,P-0051_fairness_schwelle_beachten.md,03_knowledge_base/principles/P-0051_fairness_schwelle_beachten.md,P-0051 — Fairness-Schwelle beachten: Unterhalb eines impliziten Referenzstandards riskiert jedes Angebot Ablehnung trotz objektivem Vorteil
P-0052,P,P-0052_glaubwuerdigkeit_durch_testbare_nachweise.md,03_knowledge_base/principles/P-0052_glaubwuerdigkeit_durch_testbare_nachweise.md,"P-0052 — Glaubwürdigkeit durch testbare, intern nachprüfbare Nachweise"
P-0053,P,P-0053_konkretheit_gegen_curse_of_knowledge.md,03_knowledge_base/principles/P-0053_konkretheit_gegen_curse_of_knowledge.md,P-0053 — Konkretisierung als aktive Gegenmaßnahme gegen den Curse of Knowledge
P-S1-001,P,P-S1-001_cost_of_inaction_universeller_kaufmotivator.md,03_knowledge_base/principles/P-S1-001_cost_of_inaction_universeller_kaufmotivator.md,P-S1-001 — Cost of Inaction als universeller Kaufmotivator
P-S1-002,P,P-S1-002_mikro_commitment_sequenz_als_kaufstruktur.md,03_knowledge_base/principles/P-S1-002_mikro_commitment_sequenz_als_kaufstruktur.md,P-S1-002 — Mikro-Commitment-Sequenz als Kaufstruktur
P-S1-003,P,P-S1-003_problemzentrierung_als_universelles_differenzierungsprinzip.md,03_knowledge_base/principles/P-S1-003_problemzentrierung_als_universelles_differenzierungsprinzip.md,P-S1-003 — Problem-Zentrierung als universelles Differenzierungsprinzip
P-S1-004,P,P-S1-004_informationssparsamkeit_als_wirkungsverstaerker.md,03_knowledge_base/principles/P-S1-004_informationssparsamkeit_als_wirkungsverstaerker.md,P-S1-004 — Informationssparsamkeit als Wirkungsverstärker
ST-0001,ST,ST-0001_small_vs_major_sale_distinction.md,03_knowledge_base/statements/ST-0001_small_vs_major_sale_distinction.md,ST-0001 — Small Sale vs. Major Sale: Grundlegende Unterscheidung
ST-0002,ST,ST-0002_huthwaite_research_methodology.md,03_knowledge_base/statements/ST-0002_huthwaite_research_methodology.md,ST-0002 — Huthwaite-Forschungsmethodik: Verhaltensdaten aus realen Verkaufsgesprächen
ST-0003,ST,ST-0003_classic_techniques_fail_in_major_sales.md,03_knowledge_base/statements/ST-0003_classic_techniques_fail_in_major_sales.md,ST-0003 — Klassische Verkaufstechniken wirken in komplexen Verkäufen nicht oder schaden aktiv
ST-0004,ST,ST-0004_four_call_outcomes.md,03_knowledge_base/statements/ST-0004_four_call_outcomes.md,"ST-0004 — Vier Gesprächsergebnisse: Order, Advance, Continuation, No-sale"
ST-0005,ST,ST-0005_closing_frequency_negative_correlation.md,03_knowledge_base/statements/ST-0005_closing_frequency_negative_correlation.md,ST-0005 — Häufige Abschlusstechniken korrelieren negativ mit Erfolg in Major Sales
ST-0006,ST,ST-0006_commitment_securing_replaces_closing.md,03_knowledge_base/statements/ST-0006_commitment_securing_replaces_closing.md,ST-0006 — Erfolgreiche Major-Sales-Verkäufer ersetzen Closing durch strukturierte Verpflichtungssicherung
ST-0007,ST,ST-0007_closing_works_via_discomfort_mechanism.md,03_knowledge_base/statements/ST-0007_closing_works_via_discomfort_mechanism.md,ST-0007 — Klassische Abschlusstechniken wirken über psychologischen Unbehagendruck — in High-Stakes kontraproduktiv
ST-0008,ST,ST-0008_implied_vs_explicit_needs.md,03_knowledge_base/statements/ST-0008_implied_vs_explicit_needs.md,ST-0008 — Zwei Bedarfstypen: Impliziter Bedarf vs. Expliziter Bedarf
ST-0009,ST,ST-0009_implied_needs_insufficient_major_sales.md,03_knowledge_base/statements/ST-0009_implied_needs_insufficient_major_sales.md,ST-0009 — Impliziter Bedarf allein ist kein ausreichendes Kaufsignal in Major Sales
ST-0010,ST,ST-0010_seller_must_develop_needs.md,03_knowledge_base/statements/ST-0010_seller_must_develop_needs.md,ST-0010 — Der Verkäufer muss impliziten Bedarf aktiv in expliziten Bedarf entwickeln
ST-0011,ST,ST-0011_situation_questions.md,03_knowledge_base/statements/ST-0011_situation_questions.md,"ST-0011 — Situation Questions: Funktion, Risiko und Verwendung"
ST-0012,ST,ST-0012_problem_questions.md,03_knowledge_base/statements/ST-0012_problem_questions.md,ST-0012 — Problem Questions: Direkter Link zu implizitem Bedarf
ST-0013,ST,ST-0013_implication_questions.md,03_knowledge_base/statements/ST-0013_implication_questions.md,ST-0013 — Implication Questions: Der wichtigste Fragetyp im Major Sale
ST-0014,ST,ST-0014_need_payoff_questions.md,03_knowledge_base/statements/ST-0014_need_payoff_questions.md,ST-0014 — Need-Payoff Questions: Käufer formuliert Nutzen selbst
ST-0015,ST,ST-0015_features_advantages_benefits.md,03_knowledge_base/statements/ST-0015_features_advantages_benefits.md,"ST-0015 — Features, Advantages, Benefits: Drei Ebenen der Lösungsdarstellung"
ST-0016,ST,ST-0016_benefits_outperform_advantages_major_sales.md,03_knowledge_base/statements/ST-0016_benefits_outperform_advantages_major_sales.md,ST-0016 — In Major Sales wirken ausschließlich Benefits — Advantages sind weitgehend wirkungslos
ST-0017,ST,ST-0017_objections_are_seller_caused.md,03_knowledge_base/statements/ST-0017_objections_are_seller_caused.md,ST-0017 — Einwände im Verkauf sind häufig verkäuferverursacht
ST-0018,ST,ST-0018_value_objections_from_premature_solutions.md,03_knowledge_base/statements/ST-0018_value_objections_from_premature_solutions.md,ST-0018 — Werteinwände entstehen durch verfrühte Lösungspräsentation
ST-0019,ST,ST-0019_objection_prevention_over_handling.md,03_knowledge_base/statements/ST-0019_objection_prevention_over_handling.md,ST-0019 — Einwandprävention ist wirksamer als Einwandbehandlung
ST-0020,ST,ST-0020_opening_has_low_impact_major_sales.md,03_knowledge_base/statements/ST-0020_opening_has_low_impact_major_sales.md,ST-0020 — Gesprächseröffnung hat in Major Sales überraschend geringen Einfluss auf das Ergebnis
ST-0021,ST,ST-0021_four_stages_of_sales_call.md,03_knowledge_base/statements/ST-0021_four_stages_of_sales_call.md,"ST-0021 — Vier Phasen des Verkaufsgesprächs: Preliminaries, Investigating, Demonstrating Capability, Obtaining Commitment"
ST-0022,ST,ST-0022_spin_is_flexible_not_rigid_sequence.md,03_knowledge_base/statements/ST-0022_spin_is_flexible_not_rigid_sequence.md,"ST-0022 — SPIN ist kein starres Sequenzmodell, sondern ein flexibles Gesprächsframework"
ST-0023,ST,ST-0023_deliberate_practice_one_skill_at_a_time.md,03_knowledge_base/statements/ST-0023_deliberate_practice_one_skill_at_a_time.md,ST-0023 — SPIN-Kompetenz erfordert gezieltes Üben eines Fragetyps nach dem anderen
ST-0024,ST,ST-0024_six_principles_of_compliance.md,03_knowledge_base/statements/ST-0024_six_principles_of_compliance.md,ST-0024 — Sechs psychologische Grundprinzipien der Compliance
ST-0025,ST,ST-0025_research_methodology_field_study.md,03_knowledge_base/statements/ST-0025_research_methodology_field_study.md,ST-0025 — Forschungsmethodik: Dreijährige Feldforschung unter Compliance-Profis
ST-0026,ST,ST-0026_automatic_compliance_increasing.md,03_knowledge_base/statements/ST-0026_automatic_compliance_increasing.md,ST-0026 — Automatische Compliance nimmt in modernen Gesellschaften zu
ST-0027,ST,ST-0027_fixed_action_patterns_trigger_features.md,03_knowledge_base/statements/ST-0027_fixed_action_patterns_trigger_features.md,ST-0027 — Fixe Handlungsmuster: Trigger-Merkmale aktivieren automatische Verhaltenssequenzen
ST-0028,ST,ST-0028_expensive_equals_good_heuristic.md,03_knowledge_base/statements/ST-0028_expensive_equals_good_heuristic.md,"ST-0028 — Preis-Qualitäts-Heuristik: ""Teuer = gut"" als automatischer Trigger"
ST-0029,ST,ST-0029_langer_because_experiment.md,03_knowledge_base/statements/ST-0029_langer_because_experiment.md,"ST-0029 — Langer-Experiment: Das Wort ""weil"" triggert automatische Compliance"
ST-0030,ST,ST-0030_contrast_principle.md,03_knowledge_base/statements/ST-0030_contrast_principle.md,ST-0030 — Kontrastprinzip: Wahrnehmung des zweiten Reizes ist relativ zum ersten
ST-0031,ST,ST-0031_heuristics_cognitive_shortcuts_necessity.md,03_knowledge_base/statements/ST-0031_heuristics_cognitive_shortcuts_necessity.md,"ST-0031 — Kognitive Abkürzungen sind notwendig und adaptiv, aber ausnutzbar"
ST-0032,ST,ST-0032_compliance_professionals_exploit_triggers.md,03_knowledge_base/statements/ST-0032_compliance_professionals_exploit_triggers.md,ST-0032 — Compliance-Profis nutzen Trigger-Merkmale wie Judo: sie lenken vorhandene Kräfte
ST-0033,ST,ST-0033_reciprocity_rule_universal.md,03_knowledge_base/statements/ST-0033_reciprocity_rule_universal.md,ST-0033 — Reziprozitätsregel: Universelle kulturübergreifende Verpflichtung zur Rückgabe
ST-0034,ST,ST-0034_reciprocity_overrides_liking.md,03_knowledge_base/statements/ST-0034_reciprocity_overrides_liking.md,ST-0034 — Reziprozität übertrumpft Sympathie: Regan-Experiment
ST-0035,ST,ST-0035_uninvited_gifts_trigger_reciprocity.md,03_knowledge_base/statements/ST-0035_uninvited_gifts_trigger_reciprocity.md,ST-0035 — Ungebetene Gaben aktivieren Reziprozitätsnorm (Hare Krishna / Amway BUG)
ST-0036,ST,ST-0036_rejection_then_retreat.md,03_knowledge_base/statements/ST-0036_rejection_then_retreat.md,"ST-0036 — Rejection-then-Retreat: Große Erstbitte macht Folgeanfrage zur ""Konzession"""
ST-0037,ST,ST-0037_commitment_consistency_drive.md,03_knowledge_base/statements/ST-0037_commitment_consistency_drive.md,ST-0037 — Commitment und Konsistenz: Nach einer Entscheidung steigt die Überzeugung von ihrer Richtigkeit
ST-0038,ST,ST-0038_foot_in_the_door_self_image.md,03_knowledge_base/statements/ST-0038_foot_in_the_door_self_image.md,ST-0038 — Foot-in-the-Door: Kleine Commitments verändern das Selbstbild und ermöglichen größere Compliance
ST-0039,ST,ST-0039_written_commitments_especially_powerful.md,03_knowledge_base/statements/ST-0039_written_commitments_especially_powerful.md,ST-0039 — Schriftliche Commitments sind besonders wirksam zur Verhaltensbindung
ST-0040,ST,ST-0040_lowballing_technique.md,03_knowledge_base/statements/ST-0040_lowballing_technique.md,ST-0040 — Lowballing: Commitment zu einem Angebot bleibt nach nachträglicher Verschlechterung bestehen
ST-0041,ST,ST-0041_social_proof_principle.md,03_knowledge_base/statements/ST-0041_social_proof_principle.md,ST-0041 — Soziale Bewährtheit: Verhalten anderer als Leitfaden für eigenes Verhalten
ST-0042,ST,ST-0042_bystander_effect_pluralistic_ignorance.md,03_knowledge_base/statements/ST-0042_bystander_effect_pluralistic_ignorance.md,ST-0042 — Bystander-Effekt: Pluralistische Ignoranz verhindert Hilfeverhalten in Gruppen
ST-0043,ST,ST-0043_liking_principle_compliance.md,03_knowledge_base/statements/ST-0043_liking_principle_compliance.md,"ST-0043 — Sympathieprinzip: Wir sagen eher Ja zu Menschen, die wir mögen"
ST-0044,ST,ST-0044_similarity_triggers_liking.md,03_knowledge_base/statements/ST-0044_similarity_triggers_liking.md,ST-0044 — Ähnlichkeit erzeugt automatisch Sympathie und erhöht Compliance
ST-0045,ST,ST-0045_authority_milgram_obedience.md,03_knowledge_base/statements/ST-0045_authority_milgram_obedience.md,ST-0045 — Autoritätsprinzip: Gehorsam gegenüber Autorität ist tief verankert (Milgram)
ST-0046,ST,ST-0046_authority_symbols_titles_trappings.md,03_knowledge_base/statements/ST-0046_authority_symbols_titles_trappings.md,"ST-0046 — Autoritätssymbole (Titel, Kleidung, Status) lösen Compliance unabhängig von Expertise aus"
ST-0047,ST,ST-0047_scarcity_principle_availability_value.md,03_knowledge_base/statements/ST-0047_scarcity_principle_availability_value.md,ST-0047 — Knappheitsprinzip: Eingeschränkte Verfügbarkeit erhöht wahrgenommenen Wert
ST-0048,ST,ST-0048_psychological_reactance_restriction_desire.md,03_knowledge_base/statements/ST-0048_psychological_reactance_restriction_desire.md,ST-0048 — Psychologische Reaktanz: Einschränkungen von Freiheit erhöhen das Begehren
ST-0049,ST,ST-0049_epilog_six_principles_as_shortcuts.md,03_knowledge_base/statements/ST-0049_epilog_six_principles_as_shortcuts.md,ST-0049 — Epilog: Die sechs Prinzipien sind Einzel-Merkmal-Abkürzungen für Compliance-Entscheidungen
ST-0050,ST,ST-0050_kalibrierte_fragen_illusion_der_kontrolle.md,03_knowledge_base/statements/ST-0050_kalibrierte_fragen_illusion_der_kontrolle.md,ST-0050 — Kalibrierte Fragen und die Illusion der Kontrolle
ST-0051,ST,ST-0051_menschen_als_irrationale_tiere.md,03_knowledge_base/statements/ST-0051_menschen_als_irrationale_tiere.md,"ST-0051 — Menschen als irrationale, emotionale Wesen"
ST-0052,ST,ST-0052_harvard_modell_vier_prinzipien.md,03_knowledge_base/statements/ST-0052_harvard_modell_vier_prinzipien.md,ST-0052 — Das Harvard-Modell: Vier Grundprinzipien (Fisher/Ury)
ST-0053,ST,ST-0053_gefuehl_als_denkform_kahneman.md,03_knowledge_base/statements/ST-0053_gefuehl_als_denkform_kahneman.md,ST-0053 — Gefühl als Form des Denkens (Kahneman/Tversky)
ST-0054,ST,ST-0054_system1_system2_dual_process.md,03_knowledge_base/statements/ST-0054_system1_system2_dual_process.md,ST-0054 — System 1 und System 2: Dual-Process-Theorie (Kahneman)
ST-0055,ST,ST-0055_system1_manipulation_steuert_system2.md,03_knowledge_base/statements/ST-0055_system1_manipulation_steuert_system2.md,ST-0055 — System-1-Beeinflussung steuert System-2-Antworten
ST-0056,ST,ST-0056_emotionale_krisen_dominieren_verhandlungspraxis.md,03_knowledge_base/statements/ST-0056_emotionale_krisen_dominieren_verhandlungspraxis.md,ST-0056 — Emotionale Krisen dominieren die Verhandlungspraxis
ST-0057,ST,ST-0057_zuhoeren_guenstigste_konzession.md,03_knowledge_base/statements/ST-0057_zuhoeren_guenstigste_konzession.md,ST-0057 — Zuhören als günstigste Konzession
ST-0058,ST,ST-0058_gehoert_werden_reduziert_defensivitaet.md,03_knowledge_base/statements/ST-0058_gehoert_werden_reduziert_defensivitaet.md,ST-0058 — Sich gehört fühlen reduziert Defensivität
ST-0059,ST,ST-0059_tactical_empathy_definition.md,03_knowledge_base/statements/ST-0059_tactical_empathy_definition.md,ST-0059 — Tactical Empathy: Definition
ST-0060,ST,ST-0060_verhandlung_informationsgewinn_und_verhaltenseinfluss.md,03_knowledge_base/statements/ST-0060_verhandlung_informationsgewinn_und_verhaltenseinfluss.md,ST-0060 — Verhandlung: Informationsgewinn und Verhaltenseinfluss
ST-0061,ST,ST-0061_verlustangst_und_kognitive_verzerrungen.md,03_knowledge_base/statements/ST-0061_verlustangst_und_kognitive_verzerrungen.md,ST-0061 — Verlustangst und kognitive Verzerrungen (Kahneman/Tversky)
ST-0062,ST,ST-0062_annahmen_vs_hypothesen.md,03_knowledge_base/statements/ST-0062_annahmen_vs_hypothesen.md,ST-0062 — Annahmen vs. Hypothesen in Verhandlungen
ST-0063,ST,ST-0063_wants_vs_needs.md,03_knowledge_base/statements/ST-0063_wants_vs_needs.md,ST-0063 — Wants vs. Needs: Unterschied zwischen Wünschen und Bedürfnissen
ST-0064,ST,ST-0064_stimme_als_primaeres_einflussinstrument.md,03_knowledge_base/statements/ST-0064_stimme_als_primaeres_einflussinstrument.md,ST-0064 — Die Stimme als primäres Einflussinstrument
ST-0065,ST,ST-0065_mirroring_definition_und_mechanismus.md,03_knowledge_base/statements/ST-0065_mirroring_definition_und_mechanismus.md,ST-0065 — Mirroring: Definition und neurobiologischer Mechanismus
ST-0066,ST,ST-0066_mirroring_studie_trinkgeld.md,03_knowledge_base/statements/ST-0066_mirroring_studie_trinkgeld.md,ST-0066 — Mirroring-Studie: 70% mehr Trinkgeld durch Spiegelung
ST-0067,ST,ST-0067_verhandlung_als_entdeckungsprozess.md,03_knowledge_base/statements/ST-0067_verhandlung_als_entdeckungsprozess.md,"ST-0067 — Verhandlung als Entdeckungsprozess, nicht Argumentationsschlacht"
ST-0068,ST,ST-0068_verlangsamen_als_verhandlungstool.md,03_knowledge_base/statements/ST-0068_verlangsamen_als_verhandlungstool.md,ST-0068 — Verlangsamen als Verhandlungsinstrument
ST-0069,ST,ST-0069_emotionen_als_mittel_nicht_hindernis.md,03_knowledge_base/statements/ST-0069_emotionen_als_mittel_nicht_hindernis.md,"ST-0069 — Emotionen als Mittel, nicht Hindernis"
ST-0070,ST,ST-0070_tactical_empathy_erweiterte_definition.md,03_knowledge_base/statements/ST-0070_tactical_empathy_erweiterte_definition.md,ST-0070 — Tactical Empathy: Erweiterte Definition (Kapitel 3)
ST-0071,ST,ST-0071_labeling_definition_und_amygdala.md,03_knowledge_base/statements/ST-0071_labeling_definition_und_amygdala.md,ST-0071 — Labeling: Definition und neurobiologischer Mechanismus
ST-0072,ST,ST-0072_labeling_format_und_regeln.md,03_knowledge_base/statements/ST-0072_labeling_format_und_regeln.md,ST-0072 — Labeling: Formulierungsregeln
ST-0073,ST,ST-0073_negative_labeln_positive_verstaerken.md,03_knowledge_base/statements/ST-0073_negative_labeln_positive_verstaerken.md,"ST-0073 — Negative Emotionen labeln, positive verstärken"
ST-0074,ST,ST-0074_accusation_audit.md,03_knowledge_base/statements/ST-0074_accusation_audit.md,ST-0074 — Accusation Audit: Präventives Labeln aller Negativannahmen
ST-0075,ST,ST-0075_hindernisse_staerker_als_gruende.md,03_knowledge_base/statements/ST-0075_hindernisse_staerker_als_gruende.md,ST-0075 — Hindernisse zur Einigung sind stärker als Gründe dafür
ST-0076,ST,ST-0076_drei_arten_von_ja.md,03_knowledge_base/statements/ST-0076_drei_arten_von_ja.md,"ST-0076 — Die drei Arten von ""Ja"""
ST-0077,ST,ST-0077_nein_als_verhandlungsbeginn.md,03_knowledge_base/statements/ST-0077_nein_als_verhandlungsbeginn.md,"ST-0077 — ""Nein"" ist der Beginn der Verhandlung, nicht ihr Ende"
ST-0078,ST,ST-0078_primaere_beduergnisse_sicherheit_und_kontrolle.md,03_knowledge_base/statements/ST-0078_primaere_beduergnisse_sicherheit_und_kontrolle.md,ST-0078 — Primäre Bedürfnisse: Sicherheit und Kontrolle
ST-0079,ST,ST-0079_ueberzeugen_in_der_welt_des_gegenuebers.md,03_knowledge_base/statements/ST-0079_ueberzeugen_in_der_welt_des_gegenuebers.md,ST-0079 — Überzeugen in der Welt des Gegenübers
ST-0080,ST,ST-0080_das_ist_richtig_vs_sie_haben_recht.md,03_knowledge_base/statements/ST-0080_das_ist_richtig_vs_sie_haben_recht.md,"ST-0080 — ""Das stimmt"" vs. ""Sie haben recht"": Echter vs. leerer Konsens"
ST-0081,ST,ST-0081_summary_als_trigger_fuer_das_stimmt.md,03_knowledge_base/statements/ST-0081_summary_als_trigger_fuer_das_stimmt.md,"ST-0081 — Summary als Technik: ""Das stimmt"" auslösen"
ST-0082,ST,ST-0082_bcsm_behavioral_change_stairway.md,03_knowledge_base/statements/ST-0082_bcsm_behavioral_change_stairway.md,ST-0082 — Behavioral Change Stairway Model (BCSM)
ST-0083,ST,ST-0083_kompromiss_fuehrt_zu_schlechten_ergebnissen.md,03_knowledge_base/statements/ST-0083_kompromiss_fuehrt_zu_schlechten_ergebnissen.md,ST-0083 — Kompromiss führt zu schlechten Ergebnissen
ST-0084,ST,ST-0084_deadlines_sind_meist_flexibel.md,03_knowledge_base/statements/ST-0084_deadlines_sind_meist_flexibel.md,ST-0084 — Deadlines sind fast immer flexibel
ST-0085,ST,ST-0085_fair_als_verhandlungswaffe.md,03_knowledge_base/statements/ST-0085_fair_als_verhandlungswaffe.md,"ST-0085 — ""Fair"" als Verhandlungswaffe: Drei Verwendungsarten"
ST-0086,ST,ST-0086_ankern_prospect_theory_realitaet_biegen.md,03_knowledge_base/statements/ST-0086_ankern_prospect_theory_realitaet_biegen.md,"ST-0086 — Anchoring, Prospect Theory und das Biegen von Realität"
ST-0087,ST,ST-0087_unbelief_widerstand_suspendieren.md,03_knowledge_base/statements/ST-0087_unbelief_widerstand_suspendieren.md,"ST-0087 — ""Unbelief"" suspendieren: Überzeugung durch Aufheben von Widerstand"
ST-0088,ST,ST-0088_kalibrierte_fragen_bauprinzipien.md,03_knowledge_base/statements/ST-0088_kalibrierte_fragen_bauprinzipien.md,ST-0088 — Kalibrierte Fragen: Grammatik und Bauprinzipien
ST-0089,ST,ST-0089_selbstkontrolle_als_verhandlungspraemisse.md,03_knowledge_base/statements/ST-0089_selbstkontrolle_als_verhandlungspraemisse.md,ST-0089 — Selbstkontrolle als Verhandlungsvoraussetzung
ST-0090,ST,ST-0090_zuhoerer_kontrolliert_gespraech.md,03_knowledge_base/statements/ST-0090_zuhoerer_kontrolliert_gespraech.md,"ST-0090 — Zuhörer kontrolliert das Gespräch (""Listener's Judo"")"
ST-0091,ST,ST-0091_team_auf_der_gegenseite.md,03_knowledge_base/statements/ST-0091_team_auf_der_gegenseite.md,ST-0091 — Team auf der Gegenseite: Unsichtbare Einflussnehmer
ST-0092,ST,ST-0092_yes_ist_nichts_ohne_how.md,03_knowledge_base/statements/ST-0092_yes_ist_nichts_ohne_how.md,"ST-0092 — ""Yes"" ist nichts ohne ""How"": Implementierung als Verhandlungsziel"
ST-0093,ST,ST-0093_rule_of_three.md,03_knowledge_base/statements/ST-0093_rule_of_three.md,ST-0093 — Rule of Three: Dreifache Commitment-Bestätigung
